code,description,discount_percentage,start_date,end_date
Descuento 30%,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,54.5,2023-09-04,2023-12-20
Descuento 30%,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",55.14,2023-09-09,2024-04-14
Descuento 30%,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",87.13,2024-04-06,2023-12-26
Descuento 10%,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",8.68,2023-12-18,2024-01-28
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,55.1,2024-06-22,2024-04-06
Descuento 50%,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,47.95,2023-12-05,2023-10-14
Descuento 50%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",18.48,2024-02-18,2023-12-21
Descuento 10%,Nam dui.,51.99,2024-03-25,2023-12-16
Descuento 10%,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",12.62,2024-04-20,2024-03-31
Descuento 10%,Vivamus in felis eu sapien cursus vestibulum.,42.65,2024-04-01,2023-12-04
Descuento 50%,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",55.66,2024-03-06,2024-05-28
Descuento 10%,In congue. Etiam justo.,83.94,2024-04-16,2024-02-26
Descuento 30%,Mauris ullamcorper purus sit amet nulla.,89.84,2024-01-18,2024-05-30
Descuento 30%,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",28.92,2024-04-27,2023-10-01
Descuento 50%,Cras non velit nec nisi vulputate nonummy.,49.57,2023-12-02,2023-12-15
Descuento 50%,Cras in purus eu magna vulputate luctus.,47.49,2023-10-08,2024-07-07
Descuento 50%,Nullam sit amet turpis elementum ligula vehicula consequat.,78.43,2024-03-20,2024-03-31
Descuento 30%,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,40.97,2024-01-24,2024-05-27
Descuento 30%,Aliquam quis turpis eget elit sodales scelerisque.,28.39,2024-01-09,2024-04-03
Descuento 30%,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,96.44,2023-07-31,2023-09-02
Descuento 50%,Morbi ut odio.,53.22,2024-03-20,2023-11-28
Descuento 50%,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,36.36,2023-10-25,2024-07-21
Descuento 50%,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",66.79,2023-08-15,2024-02-13
Descuento 30%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",12.45,2023-10-13,2024-02-27
Descuento 50%,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",75.3,2024-07-16,2024-06-20
Descuento 10%,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",31.44,2023-11-26,2023-08-28
Descuento 30%,Donec posuere metus vitae ipsum. Aliquam non mauris.,69.54,2023-12-14,2024-04-23
Descuento 50%,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,76.82,2024-04-10,2023-12-22
Descuento 30%,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",89.67,2023-10-11,2024-03-10
Descuento 10%,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",52.67,2024-07-28,2024-03-27
Descuento 50%,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,39.17,2024-02-29,2023-09-17
Descuento 10%,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",5.7,2023-11-21,2024-05-21
Descuento 10%,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",36.7,2024-04-01,2023-11-19
Descuento 10%,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",95.33,2024-06-23,2024-03-02
Descuento 30%,Integer tincidunt ante vel ipsum.,94.34,2024-05-15,2024-01-29
Descuento 30%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",85.91,2023-12-31,2023-12-21
Descuento 50%,Suspendisse potenti. In eleifend quam a odio.,95.46,2024-03-04,2023-08-16
Descuento 10%,Phasellus in felis. Donec semper sapien a libero. Nam dui.,43.08,2024-04-30,2024-03-27
Descuento 10%,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",43.7,2024-06-16,2024-05-25
Descuento 30%,Morbi porttitor lorem id ligula.,24.36,2024-03-24,2023-12-29
Descuento 50%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,18.61,2023-11-15,2024-02-09
Descuento 30%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",14.04,2023-09-22,2024-01-02
Descuento 10%,Maecenas pulvinar lobortis est.,27.89,2023-12-19,2023-10-24
Descuento 50%,Ut at dolor quis odio consequat varius.,41.2,2024-06-19,2023-09-24
Descuento 50%,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",42.36,2023-10-15,2024-02-18
Descuento 30%,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",79.86,2023-09-05,2024-02-12
Descuento 10%,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",89.91,2024-01-05,2024-04-11
Descuento 50%,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",62.25,2023-11-28,2024-06-27
Descuento 30%,Pellentesque at nulla. Suspendisse potenti.,65.48,2024-07-25,2024-03-06
Descuento 30%,Proin at turpis a pede posuere nonummy. Integer non velit.,71.64,2023-12-31,2023-10-23
Descuento 50%,Quisque ut erat. Curabitur gravida nisi at nibh.,8.02,2023-10-27,2024-06-23
Descuento 10%,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",86.55,2023-12-10,2023-09-17
Descuento 50%,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,79.17,2023-12-25,2023-10-20
Descuento 50%,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5.14,2023-12-23,2024-04-29
Descuento 10%,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,65.82,2024-04-23,2023-09-12
Descuento 10%,Etiam justo.,37.61,2024-06-28,2024-01-01
Descuento 10%,Nam nulla.,63.06,2023-10-02,2023-10-12
Descuento 30%,Nulla facilisi.,36.6,2024-05-19,2024-02-22
Descuento 10%,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",99.37,2023-10-17,2023-12-16
Descuento 10%,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",75.43,2024-05-17,2024-05-08
Descuento 10%,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,33.04,2024-02-19,2024-06-09
Descuento 10%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",76.24,2024-05-20,2024-07-09
Descuento 50%,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,44.61,2023-12-23,2024-05-27
Descuento 10%,Maecenas rhoncus aliquam lacus.,69.69,2024-01-31,2023-12-28
Descuento 10%,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.23,2023-08-16,2023-08-17
Descuento 30%,In hac habitasse platea dictumst.,11.28,2023-10-19,2023-08-01
Descuento 10%,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,7.3,2024-01-02,2023-11-17
Descuento 10%,Proin interdum mauris non ligula pellentesque ultrices.,26.24,2023-12-30,2024-01-22
Descuento 50%,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,57.28,2023-08-25,2023-08-23
Descuento 30%,Morbi ut odio.,54.43,2023-11-10,2024-04-01
Descuento 50%,Pellentesque ultrices mattis odio.,81.96,2023-12-25,2024-01-03
Descuento 30%,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,88.01,2024-04-07,2024-02-25
Descuento 50%,Nam dui.,11.0,2023-11-26,2024-05-08
Descuento 50%,Nam dui.,74.91,2023-08-20,2024-06-07
Descuento 50%,Fusce consequat.,74.37,2023-12-08,2024-06-14
Descuento 10%,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,35.9,2024-07-08,2024-02-21
Descuento 50%,In congue.,98.2,2024-02-29,2023-11-05
Descuento 30%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",66.86,2024-02-07,2024-05-07
Descuento 10%,Nulla tellus. In sagittis dui vel nisl.,49.68,2024-02-08,2024-03-09
Descuento 30%,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",15.86,2024-02-29,2023-11-26
Descuento 30%,Aliquam erat volutpat. In congue.,59.23,2024-05-18,2024-06-18
Descuento 50%,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,16.33,2024-01-24,2023-10-17
Descuento 50%,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",19.15,2023-12-01,2023-09-18
Descuento 50%,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",33.8,2024-04-20,2023-08-07
Descuento 50%,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,16.7,2024-07-03,2024-03-06
Descuento 10%,Duis mattis egestas metus.,81.41,2024-06-21,2024-02-28
Descuento 50%,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",7.49,2023-12-29,2023-08-30
Descuento 30%,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",46.95,2023-08-21,2024-05-01
Descuento 10%,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",41.31,2023-09-06,2024-04-08
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,93.35,2023-11-02,2023-10-23
Descuento 30%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",97.68,2024-03-17,2023-09-11
Descuento 30%,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,90.13,2024-02-02,2024-01-12
Descuento 30%,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",62.08,2024-06-23,2024-07-29
Descuento 30%,Aenean lectus.,14.56,2024-01-30,2024-01-27
Descuento 30%,Nullam varius.,21.65,2024-02-03,2024-06-04
Descuento 50%,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",6.44,2023-11-20,2023-10-23
Descuento 50%,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,39.34,2024-01-15,2024-01-25
Descuento 50%,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,52.64,2023-09-18,2023-08-28
Descuento 10%,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,44.96,2023-11-06,2024-07-06
Descuento 30%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",92.26,2023-12-30,2024-02-05
Descuento 50%,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,48.13,2024-06-26,2023-07-31
Descuento 10%,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",71.11,2024-01-16,2023-12-28
Descuento 30%,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",36.65,2024-01-17,2023-09-19
Descuento 30%,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",9.63,2023-11-11,2024-05-13
Descuento 10%,Integer a nibh. In quis justo.,87.6,2024-06-06,2024-05-22
Descuento 50%,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",21.7,2024-07-13,2024-07-06
Descuento 10%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,65.64,2024-06-28,2024-02-17
Descuento 50%,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19.78,2023-08-15,2024-07-02
Descuento 50%,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,35.06,2024-07-20,2024-07-11
Descuento 30%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,43.87,2023-08-12,2023-11-22
Descuento 50%,Nunc purus. Phasellus in felis.,9.84,2024-05-16,2024-04-06
Descuento 30%,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,35.78,2024-02-23,2023-09-15
Descuento 10%,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,33.19,2023-11-27,2024-03-10
Descuento 30%,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",79.51,2023-10-03,2023-09-10
Descuento 10%,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",71.35,2023-11-16,2024-05-11
Descuento 10%,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,31.23,2024-05-22,2024-01-04
Descuento 30%,Donec posuere metus vitae ipsum. Aliquam non mauris.,1.04,2024-07-02,2024-05-14
Descuento 10%,Integer tincidunt ante vel ipsum.,3.41,2023-08-07,2024-07-24
Descuento 10%,Mauris ullamcorper purus sit amet nulla.,34.4,2023-09-12,2023-08-03
Descuento 50%,Nullam varius. Nulla facilisi.,62.07,2024-02-02,2023-12-14
Descuento 30%,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,48.88,2024-03-03,2024-07-28
Descuento 30%,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,68.01,2023-09-05,2024-07-05
Descuento 50%,Sed ante. Vivamus tortor.,44.84,2024-04-08,2024-01-04
Descuento 10%,Morbi vel lectus in quam fringilla rhoncus.,29.22,2024-02-06,2024-07-01
Descuento 30%,Suspendisse accumsan tortor quis turpis.,1.25,2023-11-05,2024-02-24
Descuento 10%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",43.5,2023-11-05,2024-07-03
Descuento 10%,In hac habitasse platea dictumst.,98.47,2024-04-15,2023-09-05
Descuento 50%,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,14.83,2024-04-05,2024-07-16
Descuento 10%,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",27.07,2024-04-05,2023-10-26
Descuento 50%,Cras non velit nec nisi vulputate nonummy.,27.2,2024-03-18,2023-10-07
Descuento 30%,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",28.67,2024-03-09,2023-09-28
Descuento 50%,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,15.05,2023-10-27,2024-03-17
Descuento 30%,In congue. Etiam justo. Etiam pretium iaculis justo.,97.02,2024-03-22,2024-07-13
Descuento 30%,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,45.02,2024-02-02,2024-05-17
Descuento 30%,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",59.07,2024-05-24,2023-12-11
Descuento 10%,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,47.3,2023-09-05,2023-08-28
Descuento 10%,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,67.51,2024-02-26,2023-12-10
Descuento 50%,Mauris sit amet eros.,46.54,2023-09-22,2024-05-15
Descuento 30%,Morbi a ipsum. Integer a nibh.,14.39,2024-01-16,2024-04-28
Descuento 50%,Curabitur gravida nisi at nibh.,72.19,2024-03-14,2024-05-05
Descuento 30%,Praesent id massa id nisl venenatis lacinia.,27.07,2024-06-26,2023-08-31
Descuento 50%,Donec semper sapien a libero. Nam dui.,5.82,2024-03-05,2024-06-27
Descuento 10%,Nam nulla.,73.83,2023-10-05,2024-06-11
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,94.26,2024-05-16,2023-09-07
Descuento 10%,Aliquam sit amet diam in magna bibendum imperdiet.,50.61,2024-07-25,2023-12-25
Descuento 50%,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,99.34,2024-02-28,2023-09-20
Descuento 50%,Mauris lacinia sapien quis libero.,36.5,2023-11-01,2023-11-14
Descuento 10%,Nulla nisl. Nunc nisl.,95.88,2024-06-13,2024-07-05
Descuento 10%,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,91.05,2024-06-05,2023-11-10
Descuento 30%,Aenean fermentum.,96.64,2023-12-28,2024-04-30
Descuento 50%,Proin risus.,33.43,2024-06-20,2023-09-27
Descuento 30%,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",78.44,2023-08-03,2023-11-06
Descuento 10%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",59.11,2024-07-15,2023-08-30
Descuento 30%,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",60.51,2023-08-02,2024-03-09
Descuento 30%,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,50.13,2024-03-13,2024-02-22
Descuento 10%,Mauris lacinia sapien quis libero.,75.93,2023-08-24,2023-11-01
Descuento 50%,Donec dapibus.,66.87,2023-08-14,2024-06-29
Descuento 10%,In quis justo.,89.59,2023-11-03,2024-05-27
Descuento 50%,Donec dapibus. Duis at velit eu est congue elementum.,19.5,2024-03-10,2023-08-12
Descuento 30%,Aliquam sit amet diam in magna bibendum imperdiet.,73.18,2023-09-24,2024-03-30
Descuento 10%,Nulla mollis molestie lorem. Quisque ut erat.,92.08,2024-03-11,2023-09-20
Descuento 10%,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,80.76,2023-10-28,2024-01-18
Descuento 50%,Nulla mollis molestie lorem. Quisque ut erat.,30.86,2024-07-11,2024-02-18
Descuento 30%,Quisque ut erat.,79.01,2024-06-07,2023-08-04
Descuento 10%,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,28.51,2023-10-08,2023-09-25
Descuento 10%,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",4.58,2024-07-12,2024-07-04
Descuento 30%,In congue. Etiam justo.,68.83,2023-11-15,2023-10-16
Descuento 10%,Sed ante. Vivamus tortor. Duis mattis egestas metus.,51.68,2023-09-16,2023-11-24
Descuento 10%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",57.52,2023-09-28,2023-09-16
Descuento 10%,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",15.88,2024-04-08,2023-10-11
Descuento 30%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",76.72,2024-05-11,2023-12-29
Descuento 50%,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",14.54,2024-07-23,2024-07-09
Descuento 30%,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",29.85,2024-03-11,2024-04-26
Descuento 30%,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",28.29,2024-02-07,2023-12-09
Descuento 10%,Aliquam sit amet diam in magna bibendum imperdiet.,70.73,2024-04-13,2024-03-07
Descuento 50%,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,32.64,2024-07-28,2024-05-26
Descuento 10%,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2.69,2024-03-03,2024-05-14
Descuento 30%,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,76.76,2024-01-29,2024-04-13
Descuento 50%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",22.97,2024-06-22,2024-04-07
Descuento 10%,In congue.,37.67,2023-11-19,2024-05-12
Descuento 30%,Mauris ullamcorper purus sit amet nulla.,33.46,2024-01-06,2023-09-09
Descuento 30%,Etiam faucibus cursus urna. Ut tellus.,74.19,2024-04-11,2024-05-18
Descuento 30%,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",88.51,2024-03-16,2024-04-14
Descuento 50%,In quis justo.,40.05,2023-09-19,2024-02-29
Descuento 10%,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",90.79,2024-06-12,2023-12-22
Descuento 30%,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,51.83,2023-12-22,2024-01-07
Descuento 50%,Suspendisse accumsan tortor quis turpis. Sed ante.,18.08,2024-04-26,2024-04-14
Descuento 50%,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",56.0,2024-01-10,2024-02-24
Descuento 30%,In eleifend quam a odio.,97.97,2024-04-20,2024-07-28
Descuento 10%,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,11.32,2023-10-23,2024-06-29
Descuento 10%,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,12.58,2023-09-23,2024-02-02
Descuento 30%,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",13.75,2024-06-15,2023-10-02
Descuento 50%,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,74.18,2023-07-31,2023-08-09
Descuento 50%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",69.01,2024-05-11,2023-09-12
Descuento 30%,Nulla mollis molestie lorem. Quisque ut erat.,87.02,2023-11-26,2024-06-10
Descuento 10%,Donec quis orci eget orci vehicula condimentum.,47.03,2023-09-01,2024-04-25
Descuento 10%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",98.03,2024-01-21,2023-10-30
Descuento 50%,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",49.58,2023-11-13,2023-12-06
Descuento 50%,Sed sagittis.,83.97,2024-01-27,2023-12-04
Descuento 30%,Integer non velit.,32.08,2024-04-21,2024-01-11
Descuento 10%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",43.98,2024-01-01,2024-03-27
Descuento 30%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",91.68,2023-10-01,2023-12-22
Descuento 10%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",47.82,2023-08-28,2023-08-25
Descuento 50%,Aenean lectus.,1.69,2024-04-22,2024-01-23
Descuento 50%,Duis ac nibh.,76.45,2023-10-14,2023-09-24
Descuento 10%,Proin interdum mauris non ligula pellentesque ultrices.,57.5,2023-11-04,2023-11-01
Descuento 30%,Integer ac leo. Pellentesque ultrices mattis odio.,8.93,2024-01-13,2024-02-02
Descuento 30%,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,5.47,2024-04-27,2024-04-10
Descuento 10%,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,3.01,2023-12-24,2023-09-29
Descuento 30%,Mauris ullamcorper purus sit amet nulla.,96.36,2023-08-01,2023-08-02
Descuento 10%,Nullam molestie nibh in lectus.,45.09,2024-06-05,2023-09-11
Descuento 10%,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,33.99,2023-11-05,2023-11-27
Descuento 30%,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",24.77,2023-11-06,2023-12-27
Descuento 10%,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,41.2,2024-07-22,2023-08-11
Descuento 30%,Pellentesque at nulla. Suspendisse potenti.,4.23,2024-07-20,2023-11-16
Descuento 50%,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2.56,2023-09-07,2023-10-01
Descuento 50%,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,20.71,2024-05-07,2023-09-06
Descuento 10%,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",68.43,2023-09-07,2023-09-04
Descuento 10%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,28.61,2023-09-20,2024-05-14
Descuento 30%,Integer tincidunt ante vel ipsum.,32.75,2024-05-18,2023-11-08
Descuento 10%,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",66.05,2024-06-15,2024-05-09
